stem,root,hom,class,mode,voice,pos,modification
tarktavya,tarj,,,fut,pass,,
tarkzyat,tarj,,,fut,para,,
tarkzyamAna,tarj,,,fut,atma,,
tarjat,tarj,,1,pres,para,,
tarjanIya,tarj,,,fut,pass,,
tarjanIya,tarj,,,fut,pass,,caus
tarjamAna,tarj,,1,pres,atma,,
tarjayat,tarj,,,pres,para,,caus
tarjayamAna,tarj,,,pres,atma,,caus
tarjayitavya,tarj,,,fut,pass,,caus
tarjayizyat,tarj,,,fut,para,,caus
tarjayizyamAna,tarj,,,fut,atma,,
tarjayizyamAna,tarj,,,fut,atma,,caus
tarjitavat,tarj,,,past,active,,
tarjitavat,tarj,,,past,active,,caus
tarjita,tarj,,,past,pass,,
tarjita,tarj,,,past,pass,,caus
tarjyamAna,tarj,,,pres,pass,,
tarjyamAna,tarj,,,pres,pass,,caus
tarjya,tarj,,,fut,pass,,
tarjya,tarj,,,fut,pass,,caus
tejrARa,tarj,,,perf,atma,,
tejrivas,tarj,,,perf,para,,
tarjayitum,tarj,,,,,infinitive,caus
tarjitum,tarj,,,,,infinitive,
tarjya,tarj,,,,,gerund,
tarjayitvA,tarj,,,,,gerund,caus
tarjitvA,tarj,,,,,gerund,
tarkaRIya,tark,,,fut,pass,,
tarkayat,tark,,10,pres,para,,
tarkayamAna,tark,,10,pres,atma,,
tarkayitavya,tark,,,fut,pass,,
tarkayizyat,tark,,,fut,para,,
tarkayizyamAna,tark,,,fut,atma,,
tarkitavat,tark,,,past,active,,
tarkita,tark,,,past,pass,,
tarkyamAna,tark,,,pres,pass,,
tarkya,tark,,,fut,pass,,
tekrARa,tark,,,perf,atma,,
tekrivas,tark,,,perf,para,,
tarkayitum,tark,,,,,infinitive,
tarkya,tark,,,,,gerund,
tarkayitvA,tark,,,,,gerund,
taruRayitum,taruRa,,,,,infinitive,
taruRAyitum,taruRa,,,,,infinitive,
taruRya,taruRa,,,,,gerund,
taruRayitvA,taruRa,,,,,gerund,
taruRAyitvA,taruRa,,,,,gerund,
tavizIyitum,taviza,,,,,infinitive,
tavizya,taviza,,,,,gerund,
tavizIyitvA,taviza,,,,,gerund,
taNktum,taYc,,,,,infinitive,
tacya,taYc,,,,,gerund,
taYcitum,taYc,,,,,infinitive,
taktvA,taYc,,,,,gerund,
taYcitvA,taYc,,,,,gerund,
tatarARa,tF,,,perf,atma,,
tatarvas,tF,,,perf,para,,
taraRIya,tF,,,fut,pass,,
tarat,tF,,1,pres,para,,
taramAna,tF,,1,pres,atma,,
taritavya,tF,,,fut,pass,,
tarizyat,tF,,,fut,para,,
tarizyamAna,tF,,,fut,atma,,
tarItavya,tF,,,fut,pass,,
tarIzyat,tF,,,fut,para,,
tarIzyamAna,tF,,,fut,atma,,
tAraRIya,tF,,,fut,pass,,caus
tArayat,tF,,,pres,para,,caus
tArayamAna,tF,,,pres,atma,,caus
tArayitavya,tF,,,fut,pass,,caus
tArayizyat,tF,,,fut,para,,caus
tArayizyamAna,tF,,,fut,atma,,
tArayizyamAna,tF,,,fut,atma,,caus
tAritavat,tF,,,past,active,,caus
tArita,tF,,,past,pass,,caus
tAryamAna,tF,,,pres,pass,,caus
tArya,tF,,,fut,pass,,
tArya,tF,,,fut,pass,,caus
tirat,tF,,1,pres,para,,
tiramAna,tF,,1,pres,atma,,
tIrRavat,tF,,,past,active,,
tIrRa,tF,,,past,pass,,
tIryamAna,tF,,,pres,pass,,
taritum,tF,,,,,infinitive,
tarItum,tF,,,,,infinitive,
tArayitum,tF,,,,,infinitive,caus
tArya,tF,,,,,gerund,caus
titIrzitum,tF,,,,,infinitive,desid
titIrzya,tF,,,,,gerund,desid
tIrya,tF,,,,,gerund,
tArayitvA,tF,,,,,gerund,caus
titIrzitvA,tF,,,,,gerund,desid
tIrtvA,tF,,,,,gerund,
tatfdAna,tfd,,,perf,atma,,
tatfdvas,tfd,,,perf,para,,
tarttavya,tfd,,,fut,pass,,
tartsyat,tfd,,,fut,para,,
tartsyamAna,tfd,,,fut,atma,,
tardanIya,tfd,,,fut,pass,,
tfRRavat,tfd,,,past,active,,
tfRRa,tfd,,,past,pass,,
tfdyamAna,tfd,,,pres,pass,,
tfdya,tfd,,,fut,pass,,
tfndat,tfd,,7,pres,para,,
tfndAna,tfd,,7,pres,atma,,
tarditum,tfd,,,,,infinitive,
tfdas,tfd,,,,,infinitive,
tfdya,tfd,,,,,gerund,
tfttvA,tfd,,,,,gerund,
tatfpARa,tfp,1,,perf,atma,,
tatfpvas,tfp,1,,perf,para,,
tarpaRIya,tfp,1,,fut,pass,,
tarpaRIya,tfp,1,,fut,pass,,caus
tarpayat,tfp,1,,pres,para,,caus
tarpayamAna,tfp,1,,pres,atma,,caus
tarpayitavya,tfp,1,,fut,pass,,caus
tarpayizyat,tfp,1,,fut,para,,caus
tarpayizyamAna,tfp,1,,fut,atma,,
tarpayizyamAna,tfp,1,,fut,atma,,caus
tarpitavat,tfp,1,,past,active,,caus
tarpita,tfp,1,,past,pass,,caus
tarptavya,tfp,1,,fut,pass,,
tarpyamAna,tfp,1,,pres,pass,,caus
tarpya,tfp,1,,fut,pass,,caus
tarpsyat,tfp,1,,fut,para,,
tarpsyamAna,tfp,1,,fut,atma,,
tfptavat,tfp,1,,past,active,,
tfpta,tfp,1,,past,pass,,
tfpyat,tfp,1,4,pres,para,,
tfpyamAna,tfp,1,4,pres,atma,,
tfpyamAna,tfp,1,,pres,pass,,
tfpya,tfp,1,,fut,pass,,
tarpayitum,tfp#1,,,,,infinitive,caus
tarptum,tfp#1,,,,,infinitive,
tarpya,tfp#1,,,,,gerund,caus
tfpya,tfp#1,,,,,gerund,
tarpayitvA,tfp#1,,,,,gerund,caus
tfptvA,tfp#1,,,,,gerund,
tatfzARa,tfz,1,,perf,atma,,
tatfzvas,tfz,1,,perf,para,,
tarkzyat,tfz,1,,fut,para,,
tarkzyamAna,tfz,1,,fut,atma,,
tarzaRIya,tfz,1,,fut,pass,,
tarzwavya,tfz,1,,fut,pass,,
tfzitavat,tfz,1,,past,active,,
tfzita,tfz,1,,past,pass,,
tfzyat,tfz,1,4,pres,para,,
tfzyamAna,tfz,1,4,pres,atma,,
tfzyamAna,tfz,1,,pres,pass,,
tfzya,tfz,1,,fut,pass,,
tarzam,tfz,,,,,gerund,
tarzitum,tfz,,,,,infinitive,
tfzya,tfz,,,,,gerund,
tarzitvA,tfz,,,,,gerund,
tiktavat,tij,,,past,active,,
tikta,tij,,,past,pass,,
tijyamAna,tij,,,pres,pass,,
titikzamAna,tij,,,pres,atma,,desid
titikzitavat,tij,,,past,active,,desid
titikzita,tij,,,past,pass,,desid
titijAna,tij,,,perf,atma,,
titijvas,tij,,,perf,para,,
tititikzARa,tij,,,perf,atma,,desid
tektavya,tij,,,fut,pass,,
tekzyat,tij,,,fut,para,,
tekzyamAna,tij,,,fut,atma,,
tejat,tij,,1,pres,para,,
tejanIya,tij,,,fut,pass,,
tejanIya,tij,,,fut,pass,,caus
tejamAna,tij,,1,pres,atma,,
tejayat,tij,,,pres,para,,caus
tejayamAna,tij,,,pres,atma,,caus
tejayitavya,tij,,,fut,pass,,caus
tejayizyat,tij,,,fut,para,,caus
tejayizyamAna,tij,,,fut,atma,,
tejayizyamAna,tij,,,fut,atma,,caus
tejitavat,tij,,,past,active,,caus
tejita,tij,,,past,pass,,caus
tejyamAna,tij,,,pres,pass,,caus
tejya,tij,,,fut,pass,,
tejya,tij,,,fut,pass,,caus
tijya,tij,,,,,gerund,
titikzitum,tij,,,,,infinitive,desid
titikzya,tij,,,,,gerund,desid
tejayitum,tij,,,,,infinitive,caus
tejitum,tij,,,,,infinitive,
tejya,tij,,,,,gerund,caus
tiktvA,tij,,,,,gerund,
titikzitvA,tij,,,,,gerund,desid
tejayitvA,tij,,,,,gerund,caus
tiraya,tiras,,,,,gerund,
tirasyitum,tiras,,,,,infinitive,
tirasyitvA,tiras,,,,,gerund,
tatrapARa,trap,,,perf,atma,,
tatrapvas,trap,,,perf,para,,
trapaRIya,trap,,,fut,pass,,
trapaRIya,trap,,,fut,pass,,caus
trapat,trap,,1,pres,para,,
trapamAna,trap,,1,pres,atma,,
trapayat,trap,,,pres,para,,caus
trapayamAna,trap,,,pres,atma,,caus
trapayitavya,trap,,,fut,pass,,caus
trapayizyat,trap,,,fut,para,,caus
trapayizyamAna,trap,,,fut,atma,,
trapayizyamAna,trap,,,fut,atma,,caus
trapitavat,trap,,,past,active,,caus
trapita,trap,,,past,pass,,caus
traptavat,trap,,,past,active,,
traptavya,trap,,,fut,pass,,
trapta,trap,,,past,pass,,
trapyamAna,trap,,,pres,pass,,
trapyamAna,trap,,,pres,pass,,caus
trapya,trap,,,fut,pass,,
trapya,trap,,,fut,pass,,caus
trapsyat,trap,,,fut,para,,
trapsyamAna,trap,,,fut,atma,,
trapayitum,trap,,,,,infinitive,caus
trapitum,trap,,,,,infinitive,
trapya,trap,,,,,gerund,
trapayitvA,trap,,,,,gerund,caus
trapitvA,trap,,,,,gerund,
traptvA,trap,,,,,gerund,
tatrasAna,tras,2,,perf,atma,,
tatrasvas,tras,2,,perf,para,,
traHsyat,tras,2,,fut,para,,
traHsyamAna,tras,2,,fut,atma,,
trasanIya,tras,2,,fut,pass,,
trastavat,tras,2,,past,active,,
trastavya,tras,2,,fut,pass,,
trasta,tras,2,,past,pass,,
trasyat,tras,2,4,pres,para,,
trasyamAna,tras,2,4,pres,atma,,
trasyamAna,tras,2,,pres,pass,,
trasya,tras,2,,fut,pass,,
trAsanIya,tras,2,,fut,pass,,caus
trAsayat,tras,2,,pres,para,,caus
trAsayamAna,tras,2,,pres,atma,,caus
trAsayitavya,tras,2,,fut,pass,,caus
trAsayizyat,tras,2,,fut,para,,caus
trAsayizyamAna,tras,2,,fut,atma,,
trAsayizyamAna,tras,2,,fut,atma,,caus
trAsitavat,tras,2,,past,active,,caus
trAsita,tras,2,,past,pass,,caus
trAsyamAna,tras,2,,pres,pass,,caus
trAsya,tras,2,,fut,pass,,caus
trasitum,tras,,,,,infinitive,
trasya,tras,,,,,gerund,
trAsayitum,tras,,,,,infinitive,caus
trAsya,tras,,,,,gerund,caus
trastvA,tras,,,,,gerund,
trAsayitvA,tras,,,,,gerund,caus
tatrARa,trE,,,perf,atma,,
tatrivas,trE,,,perf,para,,
trAtavat,trE,,,past,active,,
trAta,trE,,,past,pass,,
trAyaRIya,trE,,,fut,pass,,
trAyat,trE,,1,pres,para,,
trAyamAna,trE,,1,pres,atma,,
trIyamAna,trE,,,pres,pass,,
trEtavya,trE,,,fut,pass,,
trEya,trE,,,fut,pass,,
trEzyat,trE,,,fut,para,,
trEzyamAna,trE,,,fut,atma,,
trAtum,trE,,,,,infinitive,
trAya,trE,,,,,gerund,
trAtvA,trE,,,,,gerund,
tutruwAna,truw,,,perf,atma,,
tutruwvas,truw,,,perf,para,,
truwat,truw,,1,pres,para,,
truwamAna,truw,,1,pres,atma,,
truwitavat,truw,,,past,active,,
truwita,truw,,,past,pass,,
truwyamAna,truw,,,pres,pass,,
trowanIya,truw,,,fut,pass,,
trowanIya,truw,,,fut,pass,,caus
trowayat,truw,,,pres,para,,caus
trowayamAna,truw,,,pres,atma,,caus
trowayitavya,truw,,,fut,pass,,caus
trowayizyat,truw,,,fut,para,,caus
trowayizyamAna,truw,,,fut,atma,,
trowayizyamAna,truw,,,fut,atma,,caus
trowitavat,truw,,,past,active,,caus
trowita,truw,,,past,pass,,caus
trowwavya,truw,,,fut,pass,,
trowyamAna,truw,,,pres,pass,,caus
trowya,truw,,,fut,pass,,
trowya,truw,,,fut,pass,,caus
trowsyat,truw,,,fut,para,,
trowsyamAna,truw,,,fut,atma,,
truwya,truw,,,,,gerund,
trowayitum,truw,,,,,infinitive,caus
trowitum,truw,,,,,infinitive,
trowya,truw,,,,,gerund,caus
truwitvA,truw,,,,,gerund,
trowayitvA,truw,,,,,gerund,caus
trowitvA,truw,,,,,gerund,
tsaritum,tsar,,,,,infinitive,
tsarya,tsar,,,,,gerund,
tsartvA,tsar,,,,,gerund,
tutudAna,tud,1,,perf,atma,,
tutudvas,tud,1,,perf,para,,
tudat,tud,1,6,pres,para,,
tudamAna,tud,1,6,pres,atma,,
tudyamAna,tud,1,,pres,pass,,
tunnavat,tud,1,,past,active,,
tunna,tud,1,,past,pass,,
tottavya,tud,1,,fut,pass,,
todanIya,tud,1,,fut,pass,,
todya,tud,1,,fut,pass,,
tudya,tud#1,,,,,gerund,
tottum,tud#1,,,,,infinitive,
tuttvA,tud#1,,,,,gerund,
tuhinayitum,tuhina,,,,,infinitive,
tuhinya,tuhina,,,,,gerund,
tuhinayitvA,tuhina,,,,,gerund,
tutulAna,tul,,,perf,atma,,
tutulvas,tul,,,perf,para,,
tulayat,tul,,10,pres,para,,
tulayamAna,tul,,10,pres,atma,,
tulayitavya,tul,,,fut,pass,,
tulayizyat,tul,,,fut,para,,
tulayizyamAna,tul,,,fut,atma,,
tulitavat,tul,,,past,active,,
tulita,tul,,,past,pass,,
tolanIya,tul,,,fut,pass,,
tolayat,tul,,10,pres,para,,
tolayamAna,tul,,10,pres,atma,,
tolayitavya,tul,,,fut,pass,,
tolayizyat,tul,,,fut,para,,
tolayizyamAna,tul,,,fut,atma,,
tolya,tul,,,fut,pass,,
tulayitum,tul,,,,,infinitive,
tulayya,tul,,,,,gerund,
tolayitum,tul,,,,,infinitive,
tulayitvA,tul,,,,,gerund,
tutupAna,tup,,,perf,atma,,
tutupvas,tup,,,perf,para,,
tupat,tup,,6,pres,para,,
tupamAna,tup,,6,pres,atma,,
tuptavat,tup,,,past,active,,
tupta,tup,,,past,pass,,
tupyamAna,tup,,,pres,pass,,
topat,tup,,1,pres,para,,
topanIya,tup,,,fut,pass,,
topamAna,tup,,1,pres,atma,,
toptavya,tup,,,fut,pass,,
topya,tup,,,fut,pass,,
topsyat,tup,,,fut,para,,
topsyamAna,tup,,,fut,atma,,
tupya,tup,,,,,gerund,
topitum,tup,,,,,infinitive,
tuptvA,tup,,,,,gerund,
tutuzARa,tuz,,,perf,atma,,
tutuzvas,tuz,,,perf,para,,
tuzwavat,tuz,,,past,active,,
tuzwa,tuz,,,past,pass,,
tuzyat,tuz,,4,pres,para,,
tuzyamAna,tuz,,4,pres,atma,,
tuzyamAna,tuz,,,pres,pass,,
tokzyat,tuz,,,fut,para,,
tokzyamAna,tuz,,,fut,atma,,
tozaRIya,tuz,,,fut,pass,,
tozaRIya,tuz,,,fut,pass,,caus
tozayat,tuz,,,pres,para,,caus
tozayamAna,tuz,,,pres,atma,,caus
tozayitavya,tuz,,,fut,pass,,caus
tozayizyat,tuz,,,fut,para,,caus
tozayizyamAna,tuz,,,fut,atma,,
tozayizyamAna,tuz,,,fut,atma,,caus
tozitavat,tuz,,,past,active,,caus
tozita,tuz,,,past,pass,,caus
tozwavya,tuz,,,fut,pass,,
tozyamAna,tuz,,,pres,pass,,caus
tozya,tuz,,,fut,pass,,
tozya,tuz,,,fut,pass,,caus
tuzya,tuz,,,,,gerund,
tozayitum,tuz,,,,,infinitive,caus
tozwum,tuz,,,,,infinitive,
tozya,tuz,,,,,gerund,caus
tuzwvA,tuz,,,,,gerund,
tozayitvA,tuz,,,,,gerund,caus
tatvakzARa,tvakz,,,perf,atma,,
tatvakzvas,tvakz,,,perf,para,,
tvakzaRIya,tvakz,,,fut,pass,,
tvakzat,tvakz,,1,pres,para,,
tvakzamAna,tvakz,,1,pres,atma,,
tvakzyat,tvakz,,,fut,para,,
tvakzyamAna,tvakz,,,fut,atma,,
tvakzyamAna,tvakz,,,pres,pass,,
tvakzya,tvakz,,,fut,pass,,
tvazwavat,tvakz,,,past,active,,
tvazwavya,tvakz,,,fut,pass,,
tvazwa,tvakz,,,past,pass,,
tvakzitum,tvakz,,,,,infinitive,
tvakzya,tvakz,,,,,gerund,
tvakzitvA,tvakz,,,,,gerund,
tvazwvA,tvakz,,,,,gerund,
tatvarARa,tvar,,,perf,atma,,
tatvarvas,tvar,,,perf,para,,
tUrRavat,tvar,,,past,active,,
tUrRa,tvar,,,past,pass,,
tvaraRIya,tvar,,,fut,pass,,
tvaraRIya,tvar,,,fut,pass,,caus
tvarat,tvar,,1,pres,para,,
tvaramAna,tvar,,1,pres,atma,,
tvarayat,tvar,,,pres,para,,caus
tvarayamAna,tvar,,,pres,atma,,caus
tvarayitavya,tvar,,,fut,pass,,caus
tvarayizyat,tvar,,,fut,para,,caus
tvarayizyamAna,tvar,,,fut,atma,,
tvarayizyamAna,tvar,,,fut,atma,,caus
tvaritavat,tvar,,,past,active,,
tvaritavat,tvar,,,past,active,,caus
tvaritavya,tvar,,,fut,pass,,
tvarita,tvar,,,past,pass,,
tvarita,tvar,,,past,pass,,caus
tvarizyat,tvar,,,fut,para,,
tvarizyamAna,tvar,,,fut,atma,,
tvaryamAna,tvar,,,pres,pass,,
tvaryamAna,tvar,,,pres,pass,,caus
tvarya,tvar,,,fut,pass,,
tvarya,tvar,,,fut,pass,,caus
tUrya,tvar,,,,,gerund,
tvarayitum,tvar,,,,,infinitive,caus
tvaritum,tvar,,,,,infinitive,
tvarya,tvar,,,,,gerund,
tUrtvA,tvar,,,,,gerund,
tvarayitvA,tvar,,,,,gerund,caus
tvaritvA,tvar,,,,,gerund,
tvizya,tviz#1,,,,,gerund,
tvezwum,tviz#1,,,,,infinitive,
tvizitvA,tviz#1,,,,,gerund,
tvezitvA,tviz#1,,,,,gerund,
tatyajAna,tyaj,1,,perf,atma,,
tatyajvas,tyaj,1,,perf,para,,
tyaktavat,tyaj,1,,past,active,,
tyaktavya,tyaj,1,,fut,pass,,
tyakta,tyaj,1,,past,pass,,
tyakzyat,tyaj,1,,fut,para,,
tyakzyamAna,tyaj,1,,fut,atma,,
tyajat,tyaj,1,1,pres,para,,
tyajanIya,tyaj,1,,fut,pass,,
tyajamAna,tyaj,1,1,pres,atma,,
tyajitavya,tyaj,1,,fut,pass,,
tyajizyat,tyaj,1,,fut,para,,
tyajizyamAna,tyaj,1,,fut,atma,,
tyajyamAna,tyaj,1,,pres,pass,,
tyAjya,tyaj,1,,fut,pass,,
tyaktum,tyaj#1,,,,,infinitive,
tyajitum,tyaj#1,,,,,infinitive,
tyajya,tyaj#1,,,,,gerund,
tyAjayitum,tyaj#1,,,,,infinitive,caus
tyAjya,tyaj#1,,,,,gerund,caus
tyaktvA,tyaj#1,,,,,gerund,
tyAjayitvA,tyaj#1,,,,,gerund,caus
ucitum,uc,,,,,infinitive,
ucya,uc,,,,,gerund,
ocitvA,uc,,,,,gerund,
udakIyitum,udaka,,,,,infinitive,
udakya,udaka,,,,,gerund,
udakIyitvA,udaka,,,,,gerund,
udanyitum,udan,,,,,infinitive,
udaya,udan,,,,,gerund,
udanyitvA,udan,,,,,gerund,
UQavat,Uh,2,,past,active,,
UQa,Uh,2,,past,pass,,
Uhat,Uh,2,1,pres,para,,
UhamAna,Uh,2,1,pres,atma,,
UhAna,Uh,2,,perf,atma,,
Uhitavat,Uh,2,,past,active,,
Uhitavya,Uh,2,,fut,pass,,
Uhita,Uh,2,,past,pass,,
Uhivas,Uh,2,,perf,para,,
Uhizyat,Uh,2,,fut,para,,
UhizyamAna,Uh,2,,fut,atma,,
UhyamAna,Uh,2,,pres,pass,,
Uhya,Uh,2,,fut,pass,,
ohanIya,Uh,2,,fut,pass,,
ohamAna,Uh,2,1,pres,atma,,
Uhitum,Uh,,,,,infinitive,
Uhya,Uh,,,,,gerund,
UQvA,Uh,,,,,gerund,
UhitvA,Uh,,,,,gerund,
ujJat,ujJ,,6,pres,para,,
ujJamAna,ujJ,,6,pres,atma,,
ujJitavat,ujJ,,,past,active,,
ujJita,ujJ,,,past,pass,,
ujJyamAna,ujJ,,,pres,pass,,
UjJAna,ujJ,,,perf,atma,,
UjJivas,ujJ,,,perf,para,,
ojkzyat,ujJ,,,fut,para,,
ojkzyamAna,ujJ,,,fut,atma,,
ojjDavya,ujJ,,,fut,pass,,
ojJanIya,ujJ,,,fut,pass,,
ojJya,ujJ,,,fut,pass,,
ujJitum,ujJ,,,,,infinitive,
ujJya,ujJ,,,,,gerund,
ujJitvA,ujJ,,,,,gerund,
ukzitum,ukz,,,,,infinitive,
ukzya,ukz,,,,,gerund,
ukzitvA,ukz,,,,,gerund,
uBya,umB,,,,,gerund,
umBitum,umB,,,,,infinitive,
ubDvA,umB,,,,,gerund,
umBitvA,umB,,,,,gerund,
uttavat,und,2,,past,active,,
utta,und,2,,past,pass,,
undat,und,2,7,pres,para,,
undAna,und,2,7,pres,atma,,
undyamAna,und,2,,pres,pass,,
unnavat,und,2,,past,active,,
unna,und,2,,past,pass,,
UndAna,und,2,,perf,atma,,
Undivas,und,2,,perf,para,,
onttavya,und,2,,fut,pass,,
ontsyat,und,2,,fut,para,,
ontsyamAna,und,2,,fut,atma,,
ondanIya,und,2,,fut,pass,,
ondya,und,2,,fut,pass,,
udya,und,,,,,gerund,
unditum,und,,,,,infinitive,
undya,und,,,,,gerund,
uttvA,und,,,,,gerund,
unttvA,und,,,,,gerund,
unmanaya,unmanas,,,,,gerund,
unmanAyitum,unmanas,,,,,infinitive,
unmanAyitvA,unmanas,,,,,gerund,
uraya,uras,,,,,gerund,
urasyitum,uras,,,,,infinitive,
urasyitvA,uras,,,,,gerund,
Urjayitum,Urj#1,,,,,infinitive,caus
Urjya,Urj#1,,,,,gerund,caus
UrjayitvA,Urj#1,,,,,gerund,caus
uruzya,uruz,,,,,gerund,
urozitum,uruz,,,,,infinitive,
uruzwvA,uruz,,,,,gerund,
utkaRWayitum,utkaRW,,,,,infinitive,caus
utkaRWitum,utkaRW,,,,,infinitive,
utkaRWya,utkaRW,,,,,gerund,
utkaRWayitvA,utkaRW,,,,,gerund,caus
utkaRWitvA,utkaRW,,,,,gerund,
uYCat,uYC,,1,pres,para,,
uYCamAna,uYC,,1,pres,atma,,
uYCitavat,uYC,,,past,active,,
uYCita,uYC,,,past,pass,,
uYCyamAna,uYC,,,pres,pass,,
UYCAna,uYC,,,perf,atma,,
UYCivas,uYC,,,perf,para,,
oNkzyat,uYC,,,fut,para,,
oNkzyamAna,uYC,,,fut,atma,,
oYCanIya,uYC,,,fut,pass,,
oYCya,uYC,,,fut,pass,,
oYzwavya,uYC,,,fut,pass,,
uYCitum,uYC,,,,,infinitive,
uYCya,uYC,,,,,gerund,
uYCitvA,uYC,,,,,gerund,
uzwavat,uz,1,,past,active,,
uzwa,uz,1,,past,pass,,
uzyamAna,uz,1,,pres,pass,,
UzARa,uz,1,,perf,atma,,
Uzivas,uz,1,,perf,para,,
okzyat,uz,1,,fut,para,,
okzyamAna,uz,1,,fut,atma,,
ozaRIya,uz,1,,fut,pass,,
ozat,uz,1,1,pres,para,,
ozamAna,uz,1,1,pres,atma,,
ozwavya,uz,1,,fut,pass,,
ozya,uz,1,,fut,pass,,
uzya,uz,,,,,gerund,
ozitum,uz,,,,,infinitive,
uzwvA,uz,,,,,gerund,
uzaya,uzas,,,,,gerund,
uzasyitum,uzas,,,,,infinitive,
uzasyitvA,uzas,,,,,gerund,
Uzmaya,Uzman,,,,,gerund,
UzmAyitum,Uzman,,,,,infinitive,
UzmAyitvA,Uzman,,,,,gerund,
vavAna,vA,2,,perf,atma,,
vavivas,vA,2,,perf,para,,
vAtavat,vA,2,,past,active,,
vAtavya,vA,2,,fut,pass,,
vAta,vA,2,,past,pass,,
vAna,vA,2,2,pres,atma,,
vAnIya,vA,2,,fut,pass,,
vApanIya,vA,2,,fut,pass,,caus
vApayat,vA,2,,pres,para,,caus
vApayamAna,vA,2,,pres,atma,,caus
vApayitavya,vA,2,,fut,pass,,caus
vApayizyat,vA,2,,fut,para,,caus
vApayizyamAna,vA,2,,fut,atma,,
vApayizyamAna,vA,2,,fut,atma,,caus
vApitavat,vA,2,,past,active,,caus
vApita,vA,2,,past,pass,,caus
vApyamAna,vA,2,,pres,pass,,caus
vApya,vA,2,,fut,pass,,caus
vAsyat,vA,2,,fut,para,,
vAsyamAna,vA,2,,fut,atma,,
vIyamAna,vA,2,,pres,pass,,
veya,vA,2,,fut,pass,,
vAtum,vA#2,,,,,infinitive,
vApayitum,vA#2,,,,,infinitive,caus
vApya,vA#2,,,,,gerund,caus
vAya,vA#2,,,,,gerund,
vAtvA,vA#2,,,,,gerund,
vApayitvA,vA#2,,,,,gerund,caus
uya,vA#3,,,,,gerund,
Uya,vA#3,,,,,gerund,
vAtum,vA#3,,,,,infinitive,
utvA,vA#3,,,,,gerund,
UtvA,vA#3,,,,,gerund,
uktavat,vac,,,past,active,,
ukta,vac,,,past,pass,,
ucyamAna,vac,,,pres,pass,,
UcAna,vac,,,perf,atma,,
Ucivas,vac,,,perf,para,,
vaktavya,vac,,,fut,pass,,
vakzyat,vac,,,fut,para,,
vakzyamAna,vac,,,fut,atma,,
vacat,vac,,2,pres,para,,
vacanIya,vac,,,fut,pass,,
vacAna,vac,,2,pres,atma,,
vacya,vac,,,fut,pass,,
vAcanIya,vac,,,fut,pass,,caus
vAcayat,vac,,,pres,para,,caus
vAcayamAna,vac,,,pres,atma,,caus
vAcayitavya,vac,,,fut,pass,,caus
vAcayizyat,vac,,,fut,para,,caus
vAcayizyamAna,vac,,,fut,atma,,
vAcayizyamAna,vac,,,fut,atma,,caus
vAcitavat,vac,,,past,active,,caus
vAcita,vac,,,past,pass,,caus
vAcyamAna,vac,,,pres,pass,,caus
vAcya,vac,,,fut,pass,,caus
vivakzaRIya,vac,,,fut,pass,,desid
vivakzat,vac,,,pres,para,,desid
vivakzitavat,vac,,,past,active,,desid
vivakzita,vac,,,past,pass,,desid
vivacat,vac,,3,pres,para,,
vivacAna,vac,,3,pres,atma,,
vivivakzvas,vac,,,perf,para,,desid
ucya,vac,,,,,gerund,
vaktum,vac,,,,,infinitive,
vAcayitum,vac,,,,,infinitive,caus
vAcya,vac,,,,,gerund,caus
vAcyitum,vAc,,,,,infinitive,
vAya,vAc,,,,,gerund,
vivakzitum,vac,,,,,infinitive,desid
vivakzya,vac,,,,,gerund,desid
uktvA,vac,,,,,gerund,
vAcayitvA,vac,,,,,gerund,caus
vAcyitvA,vAc,,,,,gerund,
vivakzitvA,vac,,,,,gerund,desid
uditavat,vad,,,past,active,,
udita,vad,,,past,pass,,
udyamAna,vad,,,pres,pass,,
udya,vad,,,fut,pass,,
UdAna,vad,,,perf,atma,,
Udivas,vad,,,perf,para,,
vadat,vad,,1,pres,para,,
vadanIya,vad,,,fut,pass,,
vadamAna,vad,,1,pres,atma,,
vaditavat,vad,,,past,active,,
vaditavya,vad,,,fut,pass,,
vadita,vad,,,past,pass,,
vadizyat,vad,,,fut,para,,
vadizyamAna,vad,,,fut,atma,,
vadya,vad,,,fut,pass,,
vAdanIya,vad,,,fut,pass,,caus
vAdayat,vad,,,pres,para,,caus
vAdayamAna,vad,,,pres,atma,,caus
vAdayitavya,vad,,,fut,pass,,caus
vAdayizyat,vad,,,fut,para,,caus
vAdayizyamAna,vad,,,fut,atma,,
vAdayizyamAna,vad,,,fut,atma,,caus
vAditavat,vad,,,past,active,,caus
vAdita,vad,,,past,pass,,caus
vAdyamAna,vad,,,pres,pass,,caus
vAdya,vad,,,fut,pass,,caus
vAvadat,vad,,,pres,para,,intens
udya,vad,,,,,gerund,
vaditum,vad,,,,,infinitive,
vAdam,vad,,,,,gerund,
vAdayitum,vad,,,,,infinitive,caus
vAdya,vad,,,,,gerund,caus
uditvA,vad,,,,,gerund,
vaditvA,vad,,,,,gerund,
vAdayitvA,vad,,,,,gerund,caus
uhyamAna,vah,1,,pres,pass,,
UQavat,vah,1,,past,active,,
UQa,vah,1,,past,pass,,
UhAna,vah,1,,perf,atma,,
Uhivas,vah,1,,perf,para,,
vakzyat,vah,1,,fut,para,,
