form,root,hom,class,person,number,mode,voice,modification 
lunImas,lU,1,9,1,p,pres,para,
lunImahi,lU,1,9,1,p,opt,atma,
lunImahe,lU,1,9,1,p,pres,atma,
lunIya,lU,1,9,1,s,opt,atma,
lunIyAt,lU,1,9,3,s,opt,para,
lunIyAta,lU,1,9,2,p,opt,para,
lunIyAtam,lU,1,9,2,d,opt,para,
lunIyAtAm,lU,1,9,3,d,opt,atma,
lunIyATAm,lU,1,9,2,d,opt,atma,
lunIyAm,lU,1,9,1,s,opt,para,
lunIyAma,lU,1,9,1,p,opt,para,
lunIyAva,lU,1,9,1,d,opt,para,
lunIyAs,lU,1,9,2,s,opt,para,
lunIyur,lU,1,9,3,p,opt,para,
lunIran,lU,1,9,3,p,opt,atma,
lunIvas,lU,1,9,1,d,pres,para,
lunIvahi,lU,1,9,1,d,opt,atma,
lunIvahe,lU,1,9,1,d,pres,atma,
lunIze,lU,1,9,2,s,pres,atma,
lunIzva,lU,1,9,2,s,impv,atma,
lunIhi,lU,1,9,2,s,impv,para,
lune,lU,1,9,1,s,pres,atma,
lunE,lU,1,9,1,s,impv,atma,
lupyatAm,lup,1,,3,s,impv,pass,
lupyate,lup,1,,3,s,pres,pass,
lupyaDvam,lup,1,,2,p,impv,pass,
lupyaDve,lup,1,,2,p,pres,pass,
lupyantAm,lup,1,,3,p,impv,pass,
lupyante,lup,1,,3,p,pres,pass,
lupyase,lup,1,,2,s,pres,pass,
lupyasva,lup,1,,2,s,impv,pass,
lupyAmahe,lup,1,,1,p,pres,pass,
lupyAmahE,lup,1,,1,p,impv,pass,
lupyAvahe,lup,1,,1,d,pres,pass,
lupyAvahE,lup,1,,1,d,impv,pass,
lupye,lup,1,,1,s,pres,pass,
lupyeta,lup,1,,3,s,opt,pass,
lupyetAm,lup,1,,3,d,impv,pass,
lupyete,lup,1,,3,d,pres,pass,
lupyeTAm,lup,1,,2,d,impv,pass,
lupyeTAs,lup,1,,2,s,opt,pass,
lupyeTe,lup,1,,2,d,pres,pass,
lupyeDvam,lup,1,,2,p,opt,pass,
lupyemahi,lup,1,,1,p,opt,pass,
lupyeya,lup,1,,1,s,opt,pass,
lupyeyAtAm,lup,1,,3,d,opt,pass,
lupyeyATAm,lup,1,,2,d,opt,pass,
lupyeran,lup,1,,3,p,opt,pass,
lupyevahi,lup,1,,1,d,opt,pass,
lupyE,lup,1,,1,s,impv,pass,
luBya,luB,,4,2,s,impv,para,
luByata,luB,,4,2,p,impv,para,
luByatam,luB,,4,2,d,impv,para,
luByatas,luB,,4,3,d,pres,para,
luByatAm,luB,,,3,s,impv,pass,
luByati,luB,,4,3,s,pres,para,
luByatu,luB,,4,3,s,impv,para,
luByate,luB,,,3,s,pres,pass,
luByaTa,luB,,4,2,p,pres,para,
luByaTas,luB,,4,2,d,pres,para,
luByaDvam,luB,,,2,p,impv,pass,
luByaDve,luB,,,2,p,pres,pass,
luByantAm,luB,,,3,p,impv,pass,
luByanti,luB,,4,3,p,pres,para,
luByantu,luB,,4,3,p,impv,para,
luByante,luB,,,3,p,pres,pass,
luByasi,luB,,4,2,s,pres,para,
luByase,luB,,,2,s,pres,pass,
luByasva,luB,,,2,s,impv,pass,
luByAni,luB,,4,1,s,impv,para,
luByAma,luB,,4,1,p,impv,para,
luByAmas,luB,,4,1,p,pres,para,
luByAmahe,luB,,,1,p,pres,pass,
luByAmahE,luB,,,1,p,impv,pass,
luByAmi,luB,,4,1,s,pres,para,
luByAva,luB,,4,1,d,impv,para,
luByAvas,luB,,4,1,d,pres,para,
luByAvahe,luB,,,1,d,pres,pass,
luByAvahE,luB,,,1,d,impv,pass,
luBye,luB,,,1,s,pres,pass,
luByet,luB,,4,3,s,opt,para,
luByeta,luB,,,3,s,opt,pass,
luByetam,luB,,4,2,d,opt,para,
luByetAm,luB,,,3,d,impv,pass,
luByete,luB,,,3,d,pres,pass,
luByeTAm,luB,,,2,d,impv,pass,
luByeTAs,luB,,,2,s,opt,pass,
luByeTe,luB,,,2,d,pres,pass,
luByeDvam,luB,,,2,p,opt,pass,
luByema,luB,,4,1,p,opt,para,
luByemahi,luB,,,1,p,opt,pass,
luByeya,luB,,,1,s,opt,pass,
luByeyam,luB,,4,1,s,opt,para,
luByeyAtAm,luB,,,3,d,opt,pass,
luByeyATAm,luB,,,2,d,opt,pass,
luByeyur,luB,,4,3,p,opt,para,
luByeran,luB,,,3,p,opt,pass,
luByeva,luB,,4,1,d,opt,para,
luByevahi,luB,,,1,d,opt,pass,
luByes,luB,,4,2,s,opt,para,
luByE,luB,,,1,s,impv,pass,
lumpa,lup,1,6,2,s,impv,para,
lumpata,lup,1,6,2,p,impv,para,
lumpatam,lup,1,6,2,d,impv,para,
lumpatas,lup,1,6,3,d,pres,para,
lumpatAm,lup,1,6,3,s,impv,atma,
lumpati,lup,1,6,3,s,pres,para,
lumpatu,lup,1,6,3,s,impv,para,
lumpate,lup,1,6,3,s,pres,atma,
lumpaTa,lup,1,6,2,p,pres,para,
lumpaTas,lup,1,6,2,d,pres,para,
lumpaDvam,lup,1,6,2,p,impv,atma,
lumpaDve,lup,1,6,2,p,pres,atma,
lumpantAm,lup,1,6,3,p,impv,atma,
lumpanti,lup,1,6,3,p,pres,para,
lumpantu,lup,1,6,3,p,impv,para,
lumpante,lup,1,6,3,p,pres,atma,
lumpasi,lup,1,6,2,s,pres,para,
lumpase,lup,1,6,2,s,pres,atma,
lumpasva,lup,1,6,2,s,impv,atma,
lumpAni,lup,1,6,1,s,impv,para,
lumpAma,lup,1,6,1,p,impv,para,
lumpAmas,lup,1,6,1,p,pres,para,
lumpAmahe,lup,1,6,1,p,pres,atma,
lumpAmahE,lup,1,6,1,p,impv,atma,
lumpAmi,lup,1,6,1,s,pres,para,
lumpAva,lup,1,6,1,d,impv,para,
lumpAvas,lup,1,6,1,d,pres,para,
lumpAvahe,lup,1,6,1,d,pres,atma,
lumpAvahE,lup,1,6,1,d,impv,atma,
lumpe,lup,1,6,1,s,pres,atma,
lumpet,lup,1,6,3,s,opt,para,
lumpeta,lup,1,6,3,s,opt,atma,
lumpetam,lup,1,6,2,d,opt,para,
lumpetAm,lup,1,6,3,d,impv,atma,
lumpete,lup,1,6,3,d,pres,atma,
lumpeTAm,lup,1,6,2,d,impv,atma,
lumpeTAs,lup,1,6,2,s,opt,atma,
lumpeTe,lup,1,6,2,d,pres,atma,
lumpeDvam,lup,1,6,2,p,opt,atma,
lumpema,lup,1,6,1,p,opt,para,
lumpemahi,lup,1,6,1,p,opt,atma,
lumpeya,lup,1,6,1,s,opt,atma,
lumpeyam,lup,1,6,1,s,opt,para,
lumpeyAtAm,lup,1,6,3,d,opt,atma,
lumpeyATAm,lup,1,6,2,d,opt,atma,
lumpeyur,lup,1,6,3,p,opt,para,
lumperan,lup,1,6,3,p,opt,atma,
lumpeva,lup,1,6,1,d,opt,para,
lumpevahi,lup,1,6,1,d,opt,atma,
lumpes,lup,1,6,2,s,opt,para,
lumpE,lup,1,6,1,s,impv,atma,
lulava,lU,1,,1,s,perf,para,
lulaviTa,lU,1,,2,s,perf,para,
lulAva,lU,1,,3,s,perf,para,
luluDve,lU,1,,2,p,perf,atma,
lulupa,lup,1,,2,p,perf,para,
lulupatur,lup,1,,3,d,perf,para,
lulupaTur,lup,1,,2,d,perf,para,
lulupAte,lup,1,,3,d,perf,atma,
lulupATe,lup,1,,2,d,perf,atma,
lulupiDve,lup,1,,2,p,perf,atma,
lulupima,lup,1,,1,p,perf,para,
lulupimahe,lup,1,,1,p,perf,atma,
lulupire,lup,1,,3,p,perf,atma,
lulupiva,lup,1,,1,d,perf,para,
lulupivahe,lup,1,,1,d,perf,atma,
lulupize,lup,1,,2,s,perf,atma,
lulupur,lup,1,,3,p,perf,para,
lulupe,lup,1,,3,s,perf,atma,
luluBa,luB,,,2,p,perf,para,
luluBatur,luB,,,3,d,perf,para,
luluBaTur,luB,,,2,d,perf,para,
luluBima,luB,,,1,p,perf,para,
luluBiva,luB,,,1,d,perf,para,
luluBur,luB,,,3,p,perf,para,
luluma,lU,1,,1,p,perf,para,
lulumahe,lU,1,,1,p,perf,atma,
lulula,lul,,,2,p,perf,para,
lululatur,lul,,,3,d,perf,para,
lululaTur,lul,,,2,d,perf,para,
lululima,lul,,,1,p,perf,para,
lululiva,lul,,,1,d,perf,para,
lululur,lul,,,3,p,perf,para,
luluva,lU,1,,2,p,perf,para,
luluvatur,lU,1,,3,d,perf,para,
luluvaTur,lU,1,,2,d,perf,para,
luluvahe,lU,1,,1,d,perf,atma,
luluvAte,lU,1,,3,d,perf,atma,
luluvATe,lU,1,,2,d,perf,atma,
luluvire,lU,1,,3,p,perf,atma,
luluvur,lU,1,,3,p,perf,para,
luluve,lU,1,,3,s,perf,atma,
luluze,lU,1,,2,s,perf,atma,
luloTa,lU,1,,2,s,perf,para,
lulopa,lup,1,,3,s,perf,para,
lulopiTa,lup,1,,2,s,perf,para,
luloBa,luB,,,3,s,perf,para,
luloBiTa,luB,,,2,s,perf,para,
lulola,lul,,,3,s,perf,para,
luloliTa,lul,,,2,s,perf,para,
lulyatAm,lul,,,3,s,impv,pass,
lulyate,lul,,,3,s,pres,pass,
lulyaDvam,lul,,,2,p,impv,pass,
lulyaDve,lul,,,2,p,pres,pass,
lulyantAm,lul,,,3,p,impv,pass,
lulyante,lul,,,3,p,pres,pass,
lulyase,lul,,,2,s,pres,pass,
lulyasva,lul,,,2,s,impv,pass,
lulyAmahe,lul,,,1,p,pres,pass,
lulyAmahE,lul,,,1,p,impv,pass,
lulyAvahe,lul,,,1,d,pres,pass,
lulyAvahE,lul,,,1,d,impv,pass,
lulye,lul,,,1,s,pres,pass,
lulyeta,lul,,,3,s,opt,pass,
lulyetAm,lul,,,3,d,impv,pass,
lulyete,lul,,,3,d,pres,pass,
lulyeTAm,lul,,,2,d,impv,pass,
lulyeTAs,lul,,,2,s,opt,pass,
lulyeTe,lul,,,2,d,pres,pass,
lulyeDvam,lul,,,2,p,opt,pass,
lulyemahi,lul,,,1,p,opt,pass,
lulyeya,lul,,,1,s,opt,pass,
lulyeyAtAm,lul,,,3,d,opt,pass,
lulyeyATAm,lul,,,2,d,opt,pass,
lulyeran,lul,,,3,p,opt,pass,
lulyevahi,lul,,,1,d,opt,pass,
lulyE,lul,,,1,s,impv,pass,
lUyatAm,lU,1,,3,s,impv,pass,
lUyate,lU,1,,3,s,pres,pass,
lUyaDvam,lU,1,,2,p,impv,pass,
lUyaDve,lU,1,,2,p,pres,pass,
lUyantAm,lU,1,,3,p,impv,pass,
lUyante,lU,1,,3,p,pres,pass,
lUyase,lU,1,,2,s,pres,pass,
lUyasva,lU,1,,2,s,impv,pass,
lUyAmahe,lU,1,,1,p,pres,pass,
lUyAmahE,lU,1,,1,p,impv,pass,
lUyAvahe,lU,1,,1,d,pres,pass,
lUyAvahE,lU,1,,1,d,impv,pass,
lUye,lU,1,,1,s,pres,pass,
lUyeta,lU,1,,3,s,opt,pass,
lUyetAm,lU,1,,3,d,impv,pass,
lUyete,lU,1,,3,d,pres,pass,
lUyeTAm,lU,1,,2,d,impv,pass,
lUyeTAs,lU,1,,2,s,opt,pass,
lUyeTe,lU,1,,2,d,pres,pass,
lUyeDvam,lU,1,,2,p,opt,pass,
lUyemahi,lU,1,,1,p,opt,pass,
lUyeya,lU,1,,1,s,opt,pass,
lUyeyAtAm,lU,1,,3,d,opt,pass,
lUyeyATAm,lU,1,,2,d,opt,pass,
lUyeran,lU,1,,3,p,opt,pass,
lUyevahi,lU,1,,1,d,opt,pass,
lUyE,lU,1,,1,s,impv,pass,
lekzi,lih,1,2,2,s,pres,para,
lekzyatas,liS,1,,3,d,sfut,para,
lekzyatas,lih,1,,3,d,sfut,para,
lekzyati,liS,1,,3,s,sfut,para,
lekzyati,lih,1,,3,s,sfut,para,
lekzyate,lih,1,,3,s,sfut,atma,
lekzyaTa,liS,1,,2,p,sfut,para,
lekzyaTa,lih,1,,2,p,sfut,para,
lekzyaTas,liS,1,,2,d,sfut,para,
lekzyaTas,lih,1,,2,d,sfut,para,
lekzyaDve,lih,1,,2,p,sfut,atma,
lekzyanti,liS,1,,3,p,sfut,para,
lekzyanti,lih,1,,3,p,sfut,para,
lekzyante,lih,1,,3,p,sfut,atma,
lekzyasi,liS,1,,2,s,sfut,para,
lekzyasi,lih,1,,2,s,sfut,para,
lekzyase,lih,1,,2,s,sfut,atma,
lekzyAmas,liS,1,,1,p,sfut,para,
lekzyAmas,lih,1,,1,p,sfut,para,
lekzyAmahe,lih,1,,1,p,sfut,atma,
lekzyAmi,liS,1,,1,s,sfut,para,
lekzyAmi,lih,1,,1,s,sfut,para,
lekzyAvas,liS,1,,1,d,sfut,para,
lekzyAvas,lih,1,,1,d,sfut,para,
lekzyAvahe,lih,1,,1,d,sfut,atma,
lekzye,lih,1,,1,s,sfut,atma,
lekzyete,lih,1,,3,d,sfut,atma,
lekzyeTe,lih,1,,2,d,sfut,atma,
leKaya,liK,,,2,s,impv,para,caus
leKayata,liK,,,2,p,impv,para,caus
leKayatam,liK,,,2,d,impv,para,caus
leKayatas,liK,,,3,d,pres,para,caus
leKayatAm,liK,,,3,s,impv,atma,caus
leKayati,liK,,,3,s,pres,para,caus
leKayatu,liK,,,3,s,impv,para,caus
leKayate,liK,,,3,s,pres,atma,caus
leKayaTa,liK,,,2,p,pres,para,caus
leKayaTas,liK,,,2,d,pres,para,caus
leKayaDvam,liK,,,2,p,impv,atma,caus
leKayaDve,liK,,,2,p,pres,atma,caus
leKayantAm,liK,,,3,p,impv,atma,caus
leKayanti,liK,,,3,p,pres,para,caus
leKayantu,liK,,,3,p,impv,para,caus
leKayante,liK,,,3,p,pres,atma,caus
leKayasi,liK,,,2,s,pres,para,caus
leKayase,liK,,,2,s,pres,atma,caus
leKayasva,liK,,,2,s,impv,atma,caus
leKayAni,liK,,,1,s,impv,para,caus
leKayAma,liK,,,1,p,impv,para,caus
leKayAmas,liK,,,1,p,pres,para,caus
leKayAmahe,liK,,,1,p,pres,atma,caus
leKayAmahE,liK,,,1,p,impv,atma,caus
leKayAmi,liK,,,1,s,pres,para,caus
leKayAva,liK,,,1,d,impv,para,caus
leKayAvas,liK,,,1,d,pres,para,caus
leKayAvahe,liK,,,1,d,pres,atma,caus
leKayAvahE,liK,,,1,d,impv,atma,caus
leKayitA,liK,,,3,s,pfut,para,caus
leKayitAras,liK,,,3,p,pfut,para,caus
leKayitArO,liK,,,3,d,pfut,para,caus
leKayitAsi,liK,,,2,s,pfut,para,caus
leKayitAsTa,liK,,,2,p,pfut,para,caus
leKayitAsTas,liK,,,2,d,pfut,para,caus
leKayitAsmas,liK,,,1,p,pfut,para,caus
leKayitAsmi,liK,,,1,s,pfut,para,caus
leKayitAsvas,liK,,,1,d,pfut,para,caus
leKayizyatas,liK,,,3,d,sfut,para,caus
leKayizyati,liK,,,3,s,sfut,para,caus
leKayizyate,liK,,,3,s,sfut,atma,caus
leKayizyaTa,liK,,,2,p,sfut,para,caus
leKayizyaTas,liK,,,2,d,sfut,para,caus
leKayizyaDve,liK,,,2,p,sfut,atma,caus
leKayizyanti,liK,,,3,p,sfut,para,caus
leKayizyante,liK,,,3,p,sfut,atma,caus
leKayizyasi,liK,,,2,s,sfut,para,caus
leKayizyase,liK,,,2,s,sfut,atma,caus
leKayizyAmas,liK,,,1,p,sfut,para,caus
leKayizyAmahe,liK,,,1,p,sfut,atma,caus
leKayizyAmi,liK,,,1,s,sfut,para,caus
leKayizyAvas,liK,,,1,d,sfut,para,caus
leKayizyAvahe,liK,,,1,d,sfut,atma,caus
leKayizye,liK,,,1,s,sfut,atma,caus
leKayizyete,liK,,,3,d,sfut,atma,caus
leKayizyeTe,liK,,,2,d,sfut,atma,caus
leKaye,liK,,,1,s,pres,atma,caus
leKayet,liK,,,3,s,opt,para,caus
leKayeta,liK,,,3,s,opt,atma,caus
leKayetam,liK,,,2,d,opt,para,caus
leKayetAm,liK,,,3,d,impv,atma,caus
leKayete,liK,,,3,d,pres,atma,caus
leKayeTAm,liK,,,2,d,impv,atma,caus
leKayeTAs,liK,,,2,s,opt,atma,caus
leKayeTe,liK,,,2,d,pres,atma,caus
leKayeDvam,liK,,,2,p,opt,atma,caus
leKayema,liK,,,1,p,opt,para,caus
leKayemahi,liK,,,1,p,opt,atma,caus
leKayeya,liK,,,1,s,opt,atma,caus
leKayeyam,liK,,,1,s,opt,para,caus
leKayeyAtAm,liK,,,3,d,opt,atma,caus
leKayeyATAm,liK,,,2,d,opt,atma,caus
leKayeyur,liK,,,3,p,opt,para,caus
leKayeran,liK,,,3,p,opt,atma,caus
leKayeva,liK,,,1,d,opt,para,caus
leKayevahi,liK,,,1,d,opt,atma,caus
leKayes,liK,,,2,s,opt,para,caus
leKayE,liK,,,1,s,impv,atma,caus
leKitA,liK,,,3,s,pfut,para,
leKitAras,liK,,,3,p,pfut,para,
leKitArO,liK,,,3,d,pfut,para,
leKitAsi,liK,,,2,s,pfut,para,
leKitAsTa,liK,,,2,p,pfut,para,
leKitAsTas,liK,,,2,d,pfut,para,
leKitAsmas,liK,,,1,p,pfut,para,
leKitAsmi,liK,,,1,s,pfut,para,
leKitAsvas,liK,,,1,d,pfut,para,
leKizyatas,liK,,,3,d,sfut,para,
leKizyati,liK,,,3,s,sfut,para,
leKizyaTa,liK,,,2,p,sfut,para,
leKizyaTas,liK,,,2,d,sfut,para,
leKizyanti,liK,,,3,p,sfut,para,
leKizyasi,liK,,,2,s,sfut,para,
leKizyAmas,liK,,,1,p,sfut,para,
leKizyAmi,liK,,,1,s,sfut,para,
leKizyAvas,liK,,,1,d,sfut,para,
leKyatAm,liK,,,3,s,impv,pass,caus
leKyate,liK,,,3,s,pres,pass,caus
leKyaDvam,liK,,,2,p,impv,pass,caus
leKyaDve,liK,,,2,p,pres,pass,caus
leKyantAm,liK,,,3,p,impv,pass,caus
leKyante,liK,,,3,p,pres,pass,caus
leKyase,liK,,,2,s,pres,pass,caus
leKyasva,liK,,,2,s,impv,pass,caus
leKyAmahe,liK,,,1,p,pres,pass,caus
leKyAmahE,liK,,,1,p,impv,pass,caus
leKyAvahe,liK,,,1,d,pres,pass,caus
leKyAvahE,liK,,,1,d,impv,pass,caus
leKye,liK,,,1,s,pres,pass,caus
leKyeta,liK,,,3,s,opt,pass,caus
leKyetAm,liK,,,3,d,impv,pass,caus
leKyete,liK,,,3,d,pres,pass,caus
leKyeTAm,liK,,,2,d,impv,pass,caus
leKyeTAs,liK,,,2,s,opt,pass,caus
leKyeTe,liK,,,2,d,pres,pass,caus
leKyeDvam,liK,,,2,p,opt,pass,caus
leKyemahi,liK,,,1,p,opt,pass,caus
leKyeya,liK,,,1,s,opt,pass,caus
leKyeyAtAm,liK,,,3,d,opt,pass,caus
leKyeyATAm,liK,,,2,d,opt,pass,caus
leKyeran,liK,,,3,p,opt,pass,caus
leKyevahi,liK,,,1,d,opt,pass,caus
leKyE,liK,,,1,s,impv,pass,caus
lega,lag,,,2,p,perf,para,
legatur,lag,,,3,d,perf,para,
legaTur,lag,,,2,d,perf,para,
legiTa,lag,,,2,s,perf,para,
legima,lag,,,1,p,perf,para,
legiva,lag,,,1,d,perf,para,
legur,lag,,,3,p,perf,para,
leQA,lih,1,,3,s,pfut,para,
leQAras,lih,1,,3,p,pfut,para,
leQArO,lih,1,,3,d,pfut,para,
leQAsi,lih,1,,2,s,pfut,para,
leQAsTa,lih,1,,2,p,pfut,para,
leQAsTas,lih,1,,2,d,pfut,para,
leQAsmas,lih,1,,1,p,pfut,para,
leQAsmi,lih,1,,1,s,pfut,para,
leQAsvas,lih,1,,1,d,pfut,para,
leQi,lih,1,2,3,s,pres,para,
leQu,lih,1,2,3,s,impv,para,
lepa,lap,1,,2,p,perf,para,
lepatur,lap,1,,3,d,perf,para,
lepaTur,lap,1,,2,d,perf,para,
lepaya,lip,,,2,s,impv,para,caus
lepayata,lip,,,2,p,impv,para,caus
lepayatam,lip,,,2,d,impv,para,caus
lepayatas,lip,,,3,d,pres,para,caus
lepayatAm,lip,,,3,s,impv,atma,caus
lepayati,lip,,,3,s,pres,para,caus
lepayatu,lip,,,3,s,impv,para,caus
lepayate,lip,,,3,s,pres,atma,caus
lepayaTa,lip,,,2,p,pres,para,caus
lepayaTas,lip,,,2,d,pres,para,caus
lepayaDvam,lip,,,2,p,impv,atma,caus
lepayaDve,lip,,,2,p,pres,atma,caus
lepayantAm,lip,,,3,p,impv,atma,caus
lepayanti,lip,,,3,p,pres,para,caus
lepayantu,lip,,,3,p,impv,para,caus
lepayante,lip,,,3,p,pres,atma,caus
lepayasi,lip,,,2,s,pres,para,caus
lepayase,lip,,,2,s,pres,atma,caus
lepayasva,lip,,,2,s,impv,atma,caus
lepayAni,lip,,,1,s,impv,para,caus
lepayAma,lip,,,1,p,impv,para,caus
lepayAmas,lip,,,1,p,pres,para,caus
lepayAmahe,lip,,,1,p,pres,atma,caus
lepayAmahE,lip,,,1,p,impv,atma,caus
lepayAmi,lip,,,1,s,pres,para,caus
lepayAva,lip,,,1,d,impv,para,caus
lepayAvas,lip,,,1,d,pres,para,caus
lepayAvahe,lip,,,1,d,pres,atma,caus
lepayAvahE,lip,,,1,d,impv,atma,caus
lepayitA,lip,,,3,s,pfut,para,caus
lepayitAras,lip,,,3,p,pfut,para,caus
lepayitArO,lip,,,3,d,pfut,para,caus
lepayitAsi,lip,,,2,s,pfut,para,caus
lepayitAsTa,lip,,,2,p,pfut,para,caus
lepayitAsTas,lip,,,2,d,pfut,para,caus
lepayitAsmas,lip,,,1,p,pfut,para,caus
lepayitAsmi,lip,,,1,s,pfut,para,caus
lepayitAsvas,lip,,,1,d,pfut,para,caus
lepayizyatas,lip,,,3,d,sfut,para,caus
lepayizyati,lip,,,3,s,sfut,para,caus
lepayizyate,lip,,,3,s,sfut,atma,caus
lepayizyaTa,lip,,,2,p,sfut,para,caus
lepayizyaTas,lip,,,2,d,sfut,para,caus
lepayizyaDve,lip,,,2,p,sfut,atma,caus
lepayizyanti,lip,,,3,p,sfut,para,caus
lepayizyante,lip,,,3,p,sfut,atma,caus
lepayizyasi,lip,,,2,s,sfut,para,caus
lepayizyase,lip,,,2,s,sfut,atma,caus
lepayizyAmas,lip,,,1,p,sfut,para,caus
lepayizyAmahe,lip,,,1,p,sfut,atma,caus
lepayizyAmi,lip,,,1,s,sfut,para,caus
lepayizyAvas,lip,,,1,d,sfut,para,caus
lepayizyAvahe,lip,,,1,d,sfut,atma,caus
lepayizye,lip,,,1,s,sfut,atma,caus
lepayizyete,lip,,,3,d,sfut,atma,caus
lepayizyeTe,lip,,,2,d,sfut,atma,caus
lepaye,lip,,,1,s,pres,atma,caus
lepayet,lip,,,3,s,opt,para,caus
lepayeta,lip,,,3,s,opt,atma,caus
lepayetam,lip,,,2,d,opt,para,caus
lepayetAm,lip,,,3,d,impv,atma,caus
lepayete,lip,,,3,d,pres,atma,caus
lepayeTAm,lip,,,2,d,impv,atma,caus
lepayeTAs,lip,,,2,s,opt,atma,caus
lepayeTe,lip,,,2,d,pres,atma,caus
lepayeDvam,lip,,,2,p,opt,atma,caus
lepayema,lip,,,1,p,opt,para,caus
lepayemahi,lip,,,1,p,opt,atma,caus
lepayeya,lip,,,1,s,opt,atma,caus
lepayeyam,lip,,,1,s,opt,para,caus
lepayeyAtAm,lip,,,3,d,opt,atma,caus
lepayeyATAm,lip,,,2,d,opt,atma,caus
lepayeyur,lip,,,3,p,opt,para,caus
lepayeran,lip,,,3,p,opt,atma,caus
lepayeva,lip,,,1,d,opt,para,caus
lepayevahi,lip,,,1,d,opt,atma,caus
lepayes,lip,,,2,s,opt,para,caus
lepayE,lip,,,1,s,impv,atma,caus
lepiTa,lap,1,,2,s,perf,para,
lepima,lap,1,,1,p,perf,para,
lepiva,lap,1,,1,d,perf,para,
lepur,lap,1,,3,p,perf,para,
leptA,lip,,,3,s,pfut,para,
leptAras,lip,,,3,p,pfut,para,
leptArO,lip,,,3,d,pfut,para,
leptAsi,lip,,,2,s,pfut,para,
leptAsTa,lip,,,2,p,pfut,para,
leptAsTas,lip,,,2,d,pfut,para,
leptAsmas,lip,,,1,p,pfut,para,
leptAsmi,lip,,,1,s,pfut,para,
leptAsvas,lip,,,1,d,pfut,para,
lepyatAm,lip,,,3,s,impv,pass,caus
lepyate,lip,,,3,s,pres,pass,caus
lepyaDvam,lip,,,2,p,impv,pass,caus
lepyaDve,lip,,,2,p,pres,pass,caus
lepyantAm,lip,,,3,p,impv,pass,caus
lepyante,lip,,,3,p,pres,pass,caus
lepyase,lip,,,2,s,pres,pass,caus
lepyasva,lip,,,2,s,impv,pass,caus
lepyAmahe,lip,,,1,p,pres,pass,caus
lepyAmahE,lip,,,1,p,impv,pass,caus
lepyAvahe,lip,,,1,d,pres,pass,caus
lepyAvahE,lip,,,1,d,impv,pass,caus
lepye,lip,,,1,s,pres,pass,caus
lepyeta,lip,,,3,s,opt,pass,caus
lepyetAm,lip,,,3,d,impv,pass,caus
lepyete,lip,,,3,d,pres,pass,caus
lepyeTAm,lip,,,2,d,impv,pass,caus
lepyeTAs,lip,,,2,s,opt,pass,caus
lepyeTe,lip,,,2,d,pres,pass,caus
lepyeDvam,lip,,,2,p,opt,pass,caus
lepyemahi,lip,,,1,p,opt,pass,caus
lepyeya,lip,,,1,s,opt,pass,caus
lepyeyAtAm,lip,,,3,d,opt,pass,caus
lepyeyATAm,lip,,,2,d,opt,pass,caus
lepyeran,lip,,,3,p,opt,pass,caus
lepyevahi,lip,,,1,d,opt,pass,caus
lepyE,lip,,,1,s,impv,pass,caus
lepsyatas,lip,,,3,d,sfut,para,
lepsyati,lip,,,3,s,sfut,para,
lepsyate,lip,,,3,s,sfut,atma,
lepsyaTa,lip,,,2,p,sfut,para,
lepsyaTas,lip,,,2,d,sfut,para,
lepsyaDve,lip,,,2,p,sfut,atma,
lepsyanti,lip,,,3,p,sfut,para,
lepsyante,lip,,,3,p,sfut,atma,
lepsyasi,lip,,,2,s,sfut,para,
lepsyase,lip,,,2,s,sfut,atma,
lepsyAmas,lip,,,1,p,sfut,para,
lepsyAmahe,lip,,,1,p,sfut,atma,
lepsyAmi,lip,,,1,s,sfut,para,
lepsyAvas,lip,,,1,d,sfut,para,
lepsyAvahe,lip,,,1,d,sfut,atma,
lepsye,lip,,,1,s,sfut,atma,
lepsyete,lip,,,3,d,sfut,atma,
lepsyeTe,lip,,,2,d,sfut,atma,
leBa,laB,,,2,p,perf,para,
leBatur,laB,,,3,d,perf,para,
leBaTur,laB,,,2,d,perf,para,
leBAte,laB,,,3,d,perf,atma,
leBATe,laB,,,2,d,perf,atma,
leBiTa,laB,,,2,s,perf,para,
leBiDve,laB,,,2,p,perf,atma,
leBima,laB,,,1,p,perf,para,
leBimahe,laB,,,1,p,perf,atma,
leBire,laB,,,3,p,perf,atma,
leBiva,laB,,,1,d,perf,para,
leBivahe,laB,,,1,d,perf,atma,
leBize,laB,,,2,s,perf,atma,
leBur,laB,,,3,p,perf,para,
leBe,laB,,,3,s,perf,atma,
lela,lal,,,2,p,perf,para,
lelatur,lal,,,3,d,perf,para,
lelaTur,lal,,,2,d,perf,para,
leliTa,lal,,,2,s,perf,para,
lelima,lal,,,1,p,perf,para,
leliva,lal,,,1,d,perf,para,
lelur,lal,,,3,p,perf,para,
leza,laz,,,2,p,perf,para,
lezatur,laz,,,3,d,perf,para,
lezaTur,laz,,,2,d,perf,para,
lezAte,laz,,,3,d,perf,atma,
lezATe,laz,,,2,d,perf,atma,
leziTa,laz,,,2,s,perf,para,
leziDve,laz,,,2,p,perf,atma,
lezima,laz,,,1,p,perf,para,
lezimahe,laz,,,1,p,perf,atma,
lezire,laz,,,3,p,perf,atma,
leziva,laz,,,1,d,perf,para,
